feature,feature_index,dtype_train,dtype_validation,persisted_in_train,persisted_in_validation,classification,availability_status,leakage_status,reason,source_evidence_count,source_files,source_signals
occupied_spaces_roll_mean_2h,187,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_std_2h,188,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_min_2h,189,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_max_2h,190,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_median_2h,191,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_trend_2h,192,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_count_2h,193,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_missing_2h,194,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_coverage_ratio_2h,195,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_2h_available,196,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_mean_3h,197,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_std_3h,198,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_min_3h,199,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_max_3h,200,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_median_3h,201,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_trend_3h,202,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_count_3h,203,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_missing_3h,204,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_coverage_ratio_3h,205,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_3h_available,206,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_mean_6h,207,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_std_6h,208,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_min_6h,209,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_max_6h,210,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_median_6h,211,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_trend_6h,212,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_count_6h,213,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_missing_6h,214,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_coverage_ratio_6h,215,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_6h_available,216,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_mean_12h,217,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_std_12h,218,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_min_12h,219,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_max_12h,220,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_median_12h,221,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_trend_12h,222,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_count_12h,223,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_missing_12h,224,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_coverage_ratio_12h,225,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_12h_available,226,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_mean_1d,227,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_std_1d,228,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_min_1d,229,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_max_1d,230,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_median_1d,231,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_trend_1d,232,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_count_1d,233,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_missing_1d,234,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_coverage_ratio_1d,235,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
occupied_spaces_roll_1d_available,236,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_mean_1h,237,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_std_1h,238,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_min_1h,239,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_max_1h,240,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_median_1h,241,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_trend_1h,242,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_count_1h,243,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_missing_1h,244,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_coverage_ratio_1h,245,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_1h_available,246,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_mean_2h,247,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_std_2h,248,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_min_2h,249,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_max_2h,250,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_median_2h,251,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_trend_2h,252,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_count_2h,253,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_missing_2h,254,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_coverage_ratio_2h,255,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_2h_available,256,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_mean_3h,257,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_std_3h,258,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_min_3h,259,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_max_3h,260,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_median_3h,261,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_trend_3h,262,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_count_3h,263,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_missing_3h,264,int64,int64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_coverage_ratio_3h,265,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_3h_available,266,bool,bool,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_mean_6h,267,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
available_spaces_roll_std_6h,268,float64,float64,True,True,current_state,CURRENT_STATE_REVIEW,NO_CONFIRMED_LEAKAGE,"Feature represents current parking occupancy, availability, demand, or a rolling state derived from current operational observations. Current parking state may legitimately be available at prediction time, but the production information cutoff must be explicitly established. No confirmed future-reference, centered-window, or target-derived feature evidence was established.",0,,
