feature,classification,risk_level,metadata_column,numeric_training,numeric_validation,training_null_count,validation_null_count,future_reference_detected,target_reference_detected,negative_shift_detected,forward_window_detected,centered_window_detected,expanding_window_detected,rolling_operation_detected,lag_operation_detected,current_state_indicator,source_evidence_count,source_files,manual_review_required,reasons
available_spaces_roll_median_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_trend_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_count_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_missing_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_coverage_ratio_2h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_2h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_mean_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_std_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_min_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_max_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_median_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_trend_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_count_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_missing_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_coverage_ratio_3h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_3h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_mean_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_std_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_min_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_max_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_median_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_trend_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_count_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_missing_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_coverage_ratio_6h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_6h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_mean_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_std_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_min_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_max_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_median_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_trend_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_count_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_missing_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_coverage_ratio_12h,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_12h_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_mean_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_std_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_min_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_max_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_median_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_trend_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_count_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_missing_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_coverage_ratio_1d,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
available_spaces_roll_1d_available,static_facility,REVIEW,False,True,True,0,0,False,False,False,False,False,False,False,False,False,0,,True,No direct feature-generation source reference was found. Manual lineage review is required.
