feature,family,present_in_training,present_in_validation,dtype_training,dtype_validation,null_count_training,null_count_validation,source_evidence_count,source_files,source_lines,source_operations,source_expressions,candidate_source_columns,has_shift,has_negative_shift,has_positive_shift,has_rolling,has_centered_rolling,has_expanding,has_diff,has_pct_change,has_forward_operation,has_future_named_signal,target_context_evidence,feature_context_evidence,temporal_direction,causal_assessment,production_verdict,notes
demand_pressure,current_state,True,True,float64,float64,0,0,7,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[190, 702, 711, 1665, 1668, 1948, 2493]",[],"['add_demand_pressure: bool = True', 'if config.add_demand_pressure:', '""demand_pressure"",', '""demand_pressure""', 'add_demand_pressure=True,']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
half_hour_slot,temporal_calendar,True,True,int64,int64,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[67, 135, 781, 1138, 1280, 1295]",[],"['half_hour_slot', '""half_hour_slot"",', '""half_hour_slot""', '""half_hour_slot does not match ""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
has_capacity_violation,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1147, 1774]",[],"['""has_capacity_violation"",', '""has_capacity_violation""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
has_consistency_issue,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1154, 1778]",[],"['""has_consistency_issue"",', '""has_consistency_issue""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
has_negative_values,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1136, 1770]",[],"['""has_negative_values"",', '""has_negative_values""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
has_valid_capacity,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1119, 1762]",[],"['""has_valid_capacity"",', '""has_valid_capacity""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
has_valid_occupancy,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1126, 1766]",[],"['""has_valid_occupancy"",', '""has_valid_occupancy""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
hour,temporal_calendar,True,True,int64,int64,0,0,123,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_audit.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\dataset_builder.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\temporal.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\data\\temporal_normalizer.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\rolling_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\ml_models\\baseline_model.py""]","[28, 48, 49, 50, 56, 57, 58, 59, 60, 61, 65, 67, 84, 85, 97, 121, 127, 133, 135, 152, 153, 161, 188, 190, 250, 283, 284, 285, 299, 303, 323, 364, 366, 370, 372, 389, 394, 485, 490, 491, 493, 523, 536, 537, 563, 564, 566, 575, 645, 648, 651, 670, 705, 706, 757, 758, 762, 763, 769, 771, 772, 781, 784, 797, 803, 838, 916, 922, 930, 938, 940, 944, 946, 1095, 1096, 1136, 1138, 1140, 1141, 1183, 1187, 1194, 1235, 1236, 1272, 1280, 1295, 1334, 1340, 1514, 1522, 1529, 1572, 1575, 1578, 1585, 1588, 1591, 1594, 1597, 1611, 1612, 1635, 1888, 1892, 2084, 2088, 2100, 2102, 2111, 2112, 2117, 2118, 2142, 2144, 2174, 2175, 2180, 2181, 2264, 2267, 2499]",[],"['- How does coverage vary by hour?', '# Hourly coverage', 'class HourlyCoverage:', '""""""Coverage statistics by hour of day.""""""', 'hour: int', 'hourly_coverage: tuple[', 'HourlyCoverage,', 'hourly_coverage = (', 'self._audit_hourly_coverage(', 'hourly_coverage=tuple(', 'hourly_coverage', 'def _audit_hourly_coverage(', ') -> list[HourlyCoverage]:', '""_hour""', '].dt.hour', 'HourlyCoverage', 'for hour in range(24):', 'working[""_hour""] == hour', 'HourlyCoverage(', 'hour=hour,', '""HourlyCoverage"",', '- creates 1-hour targets', '- creates 2-hour targets', 'HOUR_1 = ""1h""', 'HOURS_2 = ""2h""', '+1 hour', '+2 hours', 'tomorrow_morning_start_hour: int = 8', 'tomorrow_morning_end_hour: int = 10', 'if not 0 <= self.tomorrow_morning_start_hour <= 23:', '""Tomorrow morning start hour must ""', 'if not 0 <= self.tomorrow_morning_end_hour <= 23:', '""Tomorrow morning end hour must ""', 'self.tomorrow_morning_start_hour * 60', 'self.tomorrow_morning_end_hour * 60', '.tomorrow_morning_start_hour,', '.tomorrow_morning_end_hour,', '.tomorrow_morning_start_hour', '.tomorrow_morning_end_hour', 'timestamp.dt.hour * 60', 'TargetHorizon.HOUR_1.value,', 'TargetHorizon.HOURS_2.value,', 'hour: int,', 'return f""{hour:02d}:{minute:02d}""', 'tomorrow_morning_start_hour: int = 8,', 'tomorrow_morning_end_hour: int = 10,', 'tomorrow_morning_start_hour=(', 'tomorrow_morning_start_hour', 'tomorrow_morning_end_hour=(', 'tomorrow_morning_end_hour', 'coverage_hours: float', 'coverage_hours = (', 'coverage_hours=coverage_hours,', 'coverage_hours: float,', '""coverage_hours"": (', 'facility.coverage_hours', '24-hour observations for every facility.', 'timestamps.dt.hour * 60', 'hour = minutes // 60', 'hour', '1 hour', '2 hours', '3 hours', '6 hours', '12 hours', '24 hours', 'For example, at 10:00 with a 1-hour window:', 'may contribute to the 1-hour rolling feature.', '# 6-hour window', 'half_hour_slot', 'hour_sin', 'hour_cos', '""hour"",', '""half_hour_slot"",', '""hour_sin"",', '""hour_cos"",', '""into 24 hours.""', 'unique_hours: int', 'unique_hours = int(', 'timestamp.dt.hour.nunique()', 'unique_hours=unique_hours,', 'hour = timestamp.dt.hour', 'dataframe[""hour""] = (', 'hour.astype(""int8"")', '# Half-hour slot.', '""half_hour_slot""', 'hour * 60', '# Hour of day', 'hour_angle = (', '""hour_sin""', 'hour_angle', '""hour_cos""', '# Hour', '""hour""', '""hour contains values outside ""', '""half_hour_slot does not match ""', 'previous same half-hour slot', 'previous same half-hour slot one week earlier']",[],False,False,False,False,False,False,False,False,False,False,True,True,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
hour_cos,temporal_calendar,True,True,float64,float64,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[85, 153, 944, 1141, 1236]",[],"['hour_cos', '""hour_cos"",', '""hour_cos""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
hour_sin,temporal_calendar,True,True,float64,float64,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[84, 152, 938, 1140, 1235]",[],"['hour_sin', '""hour_sin"",', '""hour_sin""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_capacity_exceeded,current_state,True,True,bool,bool,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[860, 1716, 1903]",[],"['""is_capacity_exceeded"",', '""is_capacity_exceeded""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_critical_availability,current_state,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[805, 1694]",[],"['""is_critical_availability"",', '""is_critical_availability""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_critical_demand,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1067, 1748]",[],"['""is_critical_demand"",', '""is_critical_demand""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_empty,other,True,True,bool,bool,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py""]","[72, 133, 713]",[],"['is_empty', '""is_empty"",', '""is_empty""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_friday,temporal_calendar,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[78, 147, 657, 671, 886, 1415]",[],"['""is_friday"",', 'is_friday', '""is_friday""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_full,current_state,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[846, 1708]",[],"['""is_full"",', '""is_full""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_high_demand,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1059, 1740]",[],"['""is_high_demand"",', '""is_high_demand""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_high_occupancy,other,True,True,bool,bool,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py""]","[75, 136, 743]",[],"['is_high_occupancy', '""is_high_occupancy"",', '""is_high_occupancy""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_low_availability,current_state,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[798, 1690]",[],"['""is_low_availability"",', '""is_low_availability""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_low_demand,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1051, 1732]",[],"['""is_low_demand"",', '""is_low_demand""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_low_occupancy,other,True,True,bool,bool,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py""]","[73, 134, 720]",[],"['is_low_occupancy', '""is_low_occupancy"",', '""is_low_occupancy""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_moderate_demand,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1055, 1736]",[],"['""is_moderate_demand"",', '""is_moderate_demand""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_moderate_occupancy,other,True,True,bool,bool,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py""]","[74, 135, 728]",[],"['is_moderate_occupancy', '""is_moderate_occupancy"",', '""is_moderate_occupancy""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_monday,temporal_calendar,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[74, 143, 641, 667, 862, 1411]",[],"['""is_monday"",', 'is_monday', '""is_monday""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_month_end,temporal_calendar,True,True,bool,bool,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[701, 711, 1425]",[],"['timestamp.dt.is_month_end', '""is_month_end"",', 'add(""is_month_end"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_month_start,temporal_calendar,True,True,bool,bool,0,0,3,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[697, 706, 1423]",[],"['timestamp.dt.is_month_start', '""is_month_start"",', 'add(""is_month_start"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_near_full,other,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\occupancy_features.py""]","[76, 137, 743, 751, 839, 1704]",[],"['""is_near_full"",', '""is_near_full""', 'is_near_full']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_quarter_end,other,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[775, 832, 858, 862, 1433, 1437]",[],"['is_quarter_end_month = (', '""is_quarter_end"",', '""is_quarter_end_month"",', 'is_quarter_end_month', 'add(""is_quarter_end"")', 'add(""is_quarter_end_month"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_quarter_end_month,temporal_calendar,True,True,bool,bool,0,0,4,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[775, 858, 862, 1437]",[],"['is_quarter_end_month = (', '""is_quarter_end_month"",', 'is_quarter_end_month', 'add(""is_quarter_end_month"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_quarter_start,other,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[764, 818, 846, 850, 1431, 1435]",[],"['is_quarter_start_month = (', '""is_quarter_start"",', '""is_quarter_start_month"",', 'is_quarter_start_month', 'add(""is_quarter_start"")', 'add(""is_quarter_start_month"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_quarter_start_month,temporal_calendar,True,True,bool,bool,0,0,4,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[764, 846, 850, 1435]",[],"['is_quarter_start_month = (', '""is_quarter_start_month"",', 'is_quarter_start_month', 'add(""is_quarter_start_month"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_saturday,temporal_calendar,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[79, 148, 661, 672, 892, 1416]",[],"['""is_saturday"",', 'is_saturday', '""is_saturday""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_sunday,temporal_calendar,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[80, 149, 665, 673, 898, 1417]",[],"['""is_sunday"",', 'is_sunday', '""is_sunday""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_thursday,temporal_calendar,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[77, 146, 653, 670, 880, 1414]",[],"['""is_thursday"",', 'is_thursday', '""is_thursday""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_tuesday,temporal_calendar,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[75, 144, 645, 668, 868, 1412]",[],"['""is_tuesday"",', 'is_tuesday', '""is_tuesday""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_very_high_demand,other,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[1063, 1744]",[],"['""is_very_high_demand"",', '""is_very_high_demand""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_wednesday,temporal_calendar,True,True,bool,bool,0,0,6,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[76, 145, 649, 669, 874, 1413]",[],"['""is_wednesday"",', 'is_wednesday', '""is_wednesday""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_weekday,temporal_calendar,True,True,bool,bool,0,0,10,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[72, 141, 601, 604, 611, 621, 665, 850, 1406, 1669]",[],"['is_weekday = (', '""is_weekday"",', '] = is_weekday.astype(', 'add(""is_weekday"")', '""is_weekday""', '# calendar indicators such as `is_weekday` must not be', 'is_weekday']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_weekend,temporal_calendar,True,True,bool,bool,0,0,9,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\feature_pipeline.py"", ""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\temporal_features.py""]","[73, 142, 605, 616, 627, 666, 856, 1408, 1672]",[],"['is_weekend = (', '""is_weekend"",', '] = is_weekend.astype(', 'add(""is_weekend"")', '""is_weekend""', 'is_weekend']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_year_end,other,True,True,bool,bool,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[878, 879, 897, 901, 1443]",[],"['is_year_end = (', 'timestamp.dt.is_year_end', '""is_year_end"",', 'is_year_end.astype(', 'add(""is_year_end"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_year_start,other,True,True,bool,bool,0,0,5,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\calendar_features.py""]","[874, 875, 884, 888, 1441]",[],"['is_year_start = (', 'timestamp.dt.is_year_start', '""is_year_start"",', 'is_year_start.astype(', 'add(""is_year_start"")']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
is_zero_capacity,current_state,True,True,bool,bool,0,0,2,"[""C:\\agano\\Oshwal\\docs\\Project\\smart-parking-system\\backend\\app\\ml\\features\\demand_features.py""]","[853, 1712]",[],"['""is_zero_capacity"",', '""is_zero_capacity""']",[],False,False,False,False,False,False,False,False,False,False,False,False,UNKNOWN,SOURCE_REFERENCE_ONLY,REQUIRES_CAUSAL_REVIEW,"[""Source reference exists, but static analysis does not prove the timestamp cutoff.""]"
